Match Id;Match Name;Match Stage;Match Type;Match Date - Weekday;Match Date - Month;Match Date - Day of the Month;Match Date - Year;Match Time;Match Score Type;Match Note;Team1;Score - Team1;Elo Rating - Team1;Team2;Score - Team2;Elo Rating - Team2;Betting line
25576;Strike Arabia Championship: Season 2;GCC and Iraq;Grand Final;Sunday;July;11;2021;9:30 PM IST;final;Bo5;YaLLa Esports;3;[1663];ArchNemesis;0;[1548];YaLLa Esports $111 1.11
107742;Champions Tour North America Stage 2: Challengers;Playoffs;Lower Bracket Finals;Sunday;June;26;2022;1:30 AM IST;final;Bo5;XSET;3;[2026];FaZe Clan;1;[1993];XSET $141 1.41
103018;Champions Tour Thailand Stage 2: Challengers;Playoffs;Grand Final;Sunday;May;29;2022;5:40 PM IST;final;Bo5;XERXIA Esports;3;[1991];FW Esports;1;[1649];XERXIA Esports 1.14    vs    5.19 FW Esports
21551;Oceania Tour: Stage 02;Finals;Grand Final;Sunday;June;6;2021;11:00 AM IST;final;Bo5;Wildcard Gaming;3;[1694];ORDER;0;[1814];Wildcard Gaming $1429 14.29
29643;K&H Magyar Nemzeti E-sport Bajnokság #3;Playoffs;Grand Finals;Sunday;September;26;2021;8:30 PM IST;final;Bo5;WiLD MultiGaming;3;[1643];iPon Esport;2;[1593];WiLD MultiGaming $187 1.87
22011;Liga Movistar - Fibra Pro Shot;Playoffs;Bronze Final;Wednesday;September;22;2021;3:30 AM IST;final;Bo3;Wanderers Esports;3;[1471];Movistar Optix;1;[1538];Wanderers Esports $211 2.11
30603;Champions Tour Korea Stage 3: Challengers;Playoffs;Grand Final;Sunday;August;15;2021;1:30 PM IST;final;Bo5;Vision Strikers;3;[1974];F4Q;1;[1743];Vision Strikers $179 1.79
130953;Skyesports Pro Invitational 2.0;Playoffs;Grand Final;Tuesday;August;30;2022;1:00 PM IST;final;Bo5;Velocity Gaming;3;[1849];Enigma Gaming;2;[1825];Velocity Gaming $164 1.64
21756;Rooter Rise of Legends;Playoffs;Bronze Final;Wednesday;June;9;2021;6:05 PM IST;final;Bo5;Velocity Gaming;3;[1695];Godlike Esports;2;[1581];Velocity Gaming $154 1.54
47432;Amazon Great Indian Festival - Championship;Playoffs;Grand Final;Tuesday;November;2;2021;6:00 PM IST;final;Bo5;Velocity Gaming;3;[1866];Enigma Gaming;1;[1651];Velocity Gaming $120 1.20
58492;Esportz Premier Series;Playoffs;Grand Final;Friday;December;10;2021;12:00 PM IST;final;Bo5;Velocity Gaming;3;[1864];Enigma Gaming;2;[1697];Velocity Gaming $118 1.18
97883;The Esports Club Challenger Series 7;Playoffs;Grand Final;Sunday;May;8;2022;5:00 PM IST;final;Bo5;Velocity Gaming;3;[1787];Revenant Esports;1;[1611];Velocity Gaming $115 1.15
42543;The Esports Club Gauntlet - Season 2;Playoffs;Grand Final;Sunday;October;3;2021;6:30 PM IST;final;Bo5;Velocity Gaming;3;[1817];Team XO;1;[1645];Velocity Gaming $107 1.07
50150;ICEBOX Northern Classic;Playoffs;Grand Final;Sunday;November;21;2021;7:30 PM IST;final;Bo5;UCAM Tokiers;3;[1725];KOVA;1;[1698];UCAM Tokiers $175 1.75
124598;MCT Premiership S3;Playoffs;Grand Final;Tuesday;August;30;2022;1:30 AM IST;final;Bo5;TSM;3;[1881];City Boys;1;[1836];TSM $126 1.26
29258;Champions Tour North America Stage 3: Challengers 2;Main Event;Grand Final;Monday;August;2;2021;12:30 AM IST;final;Bo5;TSM;3;[1871];FaZe Clan;1;[1894];TSM $101 1.01
27497;ImbaTV Fearless Invitational Cup;Main Event;Grand Final;Sunday;July;25;2021;2:30 PM IST;final;Bo5;Totoro Gaming;3;[1599];KONE eSC;1;[1585];Totoro Gaming $160 1.60
77798;Champions Tour North America Stage 1: Challengers;Main Event;Lower Final;Sunday;March;27;2022;1:30 AM IST;final;Bo5;The Guard;3;;Cloud9;0;;The Guard $228 2.28
16846;All Stars Cup - Season 1;Tournament;Grand Final;Tuesday;May;11;2021;3:30 AM IST;final;Bo5;TERROR.NET;3;[1624];paiN Gaming;0;[1607];TERROR.NET $159 1.59
22811;Aorus League Brazil #4;Main Event;Grand Final;Saturday;June;26;2021;3:30 AM IST;final;Bo5;TERROR.NET;3;[1673];Rise Gaming;1;[1555];TERROR.NET $133 1.33
98965;Valorant Regional League East: Surge - Stage 2;Playoffs;Grand Final;Sunday;July;3;2022;8:30 PM IST;final;Bo5;TENSTAR;3;[1635];Diamant Esports;2;[1575];TENSTAR $123 1.23
110913;Valorant Regional League France: Revolution - Stage 2;Playoffs;Grand Final;Sunday;July;3;2022;9:30 PM IST;final;Bo5;Team Vitality;3;[1654];MAD Lions;0;[1853];Team Vitality $256 2.56
51082;Valorant Open Tour France: Main Event;Main Event;Semifinals;Sunday;November;21;2021;10:30 PM IST;final;Bo5;Team Vitality;3;[1758];Team BDS;2;[1743];Team Vitality $193 1.93
109908;Valorant Regional League France: Revolution - Stage 2;Playoffs;Semifinals;Saturday;July;2;2022;9:30 PM IST;final;Bo5;Team Vitality;3;[1638];Karmine Corp;2;[1593];Team Vitality $136 1.36
17755;Champions Tour Brazil Stage 2: Challengers Finals;Main Event;Grand Final;Monday;May;10;2021;1:30 AM IST;final;Bo5;Team Vikings;3;[1889];Sharks Esports;1;[1792];Team Vikings $101 1.01
103226;Champions Tour Philippines Stage 2: Challengers;Playoffs;Grand Final;Sunday;May;29;2022;10:30 AM IST;final;Bo5;Team Secret;3;[1791];Oasis Gaming;1;[1668];Team Secret $126 1.26
51962;ESTAZ Valorant Elite League;Playoffs;Semifinals;Thursday;December;16;2021;10:45 PM IST;final;Bo5;Team RA'AD;3;[1726];Team Majesty;1;[1622];Team RA'AD $129 1.29
44023;Beloud Cup #10;Tournament;Grand Final;Sunday;October;10;2021;9:00 PM IST;final;Bo5;Team Queso;3;[1570];Anonymo Mentos;0;[1511];Team Queso $155 1.55
108076;Protocolo: Gêneses 2022;Main Event;Grand Final;Saturday;July;9;2022;9:30 PM IST;final;Bo5;Team Liquid Brazil;3;[1900];Gamelanders Purple;0;[1711];Team Liquid Brazil $102 1.02
49281;Red Bull Home Ground #2;Playoffs;Grand Final;Sunday;November;7;2021;10:50 PM IST;final;Bo5;Team Liquid;3;[2075];Acend;1;[2036];Team Liquid $181 1.81
28919;Champions Tour Europe Stage 3: Challengers 2;Main Event;Lower Final;Saturday;July;31;2021;6:30 PM IST;final;Bo5;Team Liquid;3;[1910];FNATIC;2;[1879];Team Liquid $171 1.71
16836;Champions Tour Stage 2: EMEA Challengers Playoffs;Main Event;Grand Finals;Sunday;May;2;2021;8:30 PM IST;final;Bo5;Team Liquid;3;[1913];FNATIC;2;[1918];Team Liquid $145 1.45
42205;Champions Tour EMEA: Last Chance Qualifier;Main Event;Grand Final;Sunday;October;17;2021;8:30 PM IST;final;Bo5;Team Liquid;3;[1999];Guild Esports;1;[1924];Team Liquid $138 1.38
68394;Valorant Conquerors Championship;Pakistan and Afghanistan Qualifier;Grand Final;Tuesday;February;1;2022;5:30 PM IST;final;Bo5;Team Exploit;3;[1656];Salt Esports;0;[1528];Team Exploit $103 1.03
24256;LPL Autumn Cup Legends 2021;Playoffs;Grand Finals;Monday;July;12;2021;2:00 PM IST;final;Bo3;Team Bliss;3;[1619];Nebula;1;[1556];Team Bliss $171 1.71
13048;LPL Summer Cup Legends 2021;Playoffs;Grand Final;Monday;April;19;2021;2:00 PM IST;final;Bo5;Team Bliss;3;[1543];Kanga Esports;0;[1544];Team Bliss $144 1.44
78703;Valorant Regional League France: Revolution;Playoffs;Semifinals;Saturday;March;19;2022;11:30 PM IST;final;Bo5;Team BDS;3;[1565];OG;1;[1572];Team BDS $154 1.54
23082;Valorant Open Tour France: Summer Qualifier;Tournament;Upper Semifinals;Saturday;July;3;2021;3:25 PM IST;final;Bo5;Team BDS;3;[1832];BK ROG Esports;2;[1597];Team BDS $117 1.17
77396;Valorant Regional League Turkey: Birlik - Stage 1;Playoffs;Grand Final;Saturday;March;19;2022;9:30 PM IST;final;Bo5;Surreal Esports;3;[1755];Fire Flux Esports;1;[1770];Surreal Esports $209 2.09
77394;Valorant Regional League Turkey: Birlik - Stage 1;Playoffs;Semifinals;Wednesday;March;16;2022;9:30 PM IST;final;Bo5;Surreal Esports;3;[1734];Thunderbolts Gaming;1;[1651];Surreal Esports $168 1.68
123818;Rebels Final;Playoffs;Lower Final;Wednesday;August;17;2022;9:00 PM IST;final;Bo5;Supermassive Blaze Female;3;[1718];Fire Flux Fierce;1;[1542];Supermassive Blaze Female $116 1.16
63648;Champions Tour Turkey Stage 1: Challengers 1;Closed Qualifier;Grand Final;Sunday;January;16;2022;7:30 PM IST;final;Bo5;SuperMassive Blaze;3;[1669];Fire Flux Esports;1;[1695];SuperMassive Blaze $113 1.13
123210;Gamers Club - Elite Cup;Radiant Stage;Grand Final;Sunday;August;28;2022;9:30 PM IST;final;Bo5;Stars Horizon;3;[1696];MIBR;1;[1703];Stars Horizon $257 2.57
49794;Mineski VxV 2021: Invitational;Playoffs;Grand Final;Friday;November;12;2021;12:55 PM IST;final;Bo5;South Built Esports;3;[1614];Team Secret;0;[1783];South Built Esports $225 2.25
122099;Champions Tour Game Changers LATAM: Finals;Latin America: North;Lower Final;Thursday;August;18;2022;3:30 AM IST;final;Bo5;Skull Cracker Fem;3;[1618];FUSION X;0;[1572];Skull Cracker Fem $128 1.28
17391;Champions Tour North America Stage 2: Challengers Finals;Main Event;Grand Final;Monday;May;3;2021;1:30 AM IST;final;Bo5;Sentinels;3;[2075];Version1;0;[1862];Sentinels $118 1.18
29398;Champions Tour North America Stage 3: Challengers Playoffs;Main Event;Grand Final;Monday;August;16;2021;12:30 AM IST;final;Bo5;Sentinels;3;[2161];100 Thieves;1;[1973];Sentinels $100 1.00
19089;Valorant Champions Tour Stage 2: Masters Reykjavík;Main Event;Grand Final;Sunday;May;30;2021;10:30 PM IST;final;Bo5;Sentinels;3;[2092];FNATIC;0;[1893];Sentinels $100 1.00
78704;Valorant Regional League France: Revolution;Playoffs;Grand Final;Sunday;March;20;2022;11:30 PM IST;final;Bo5;Sector One;3;[1662];Team BDS;2;[1594];Sector One $197 1.97
78702;Valorant Regional League France: Revolution;Playoffs;Semifinals;Friday;March;18;2022;11:30 PM IST;final;Bo5;Sector One;3;[1640];beGenius;1;[1551];Sector One $141 1.41
75205;Valorant Regional League Spain: Rising;Playoffs;Quarterfinals;Thursday;March;10;2022;10:30 PM IST;final;Bo5;Rebels Gaming;3;[1674];Team Queso;0;[1635];Rebels Gaming $182 1.82
76238;Champions Tour Asia-Pacific Stage 1: Challengers Playoffs;Knockouts;Grand Finals;Sunday;March;27;2022;1:00 PM IST;final;Bo5;Paper Rex;3;[1977];XERXIA Esports;2;[1974];Paper Rex 1.09    vs    6.55 XERXIA Esports
106923;Champions Tour Asia-Pacific Stage 2: Challengers Playoffs;Playoffs;Grand Final;Sunday;June;26;2022;12:15 PM IST;final;Bo5;Paper Rex;3;[2079];XERXIA Esports;0;[2044];Paper Rex 1.00    vs    14.13 XERXIA Esports
51022;The Esports Club Showdown;Main Event;Grand Final;Tuesday;November;30;2021;4:00 PM IST;final;Bo5;Paper Rex;3;[1849];Louvre;0;[1800];Paper Rex $108 1.08
16639;ORDER Nova Invitational;Main Event;Grand Final;Sunday;April;18;2021;10:30 AM IST;final;Bo5;ORDER;3;[1754];Mindfreak;2;[1605];ORDER $131 1.31
17241;Oceania Tour: Stage 02;Closed Qualifier #1;Grand Final;Sunday;April;25;2021;12:30 PM IST;final;Bo5;ORDER;3;[1778];Team Bliss;0;[1598];ORDER $123 1.23
99479;Oceania Tour: Stage 2;Regional Playoffs;Grand Final;Sunday;May;22;2022;11:00 AM IST;final;Bo5;ORDER;3;[1926];BOBO;0;[1727];ORDER $107 1.07
31519;Oceania Tour: Stage 03;Finals;Grand Final;Sunday;August;15;2021;11:00 AM IST;final;Bo5;ORDER;3;[1864];PEACE;1;[1670];ORDER $102 1.02
130691;Valorant Champions 2022;Playoffs;Lower Final;Saturday;September;17;2022;7:30 PM IST;final;Bo5;OpTic Gaming;3;[2141];DRX;2;[2156];OpTic Gaming $191 1.91
85536;Valorant Champions Tour Stage 1: Masters Reykjavík;Playoffs;Lower Final;Saturday;April;23;2022;10:30 PM IST;final;Bo5;OpTic Gaming;3;[2072];ZETA DIVISION;0;[1857];OpTic Gaming $176 1.76
103220;Champions Tour Indonesia Stage 2: Challengers;Knockout;Grand Final;Sunday;May;29;2022;2:05 PM IST;final;Bo5;ONIC G;3;[1889];Alter Ego;0;[1852];ONIC G 1.00    vs    14.07 Alter Ego
26028;Champions Tour Indonesia Stage 3: Challengers 1;Main Event;Grand Final;Sunday;July;11;2021;2:30 PM IST;final;Bo5;ONIC G;3;[1672];Bigetron Arctic;0;[1684];ONIC G $187 1.87
77436;Champions Tour Korea Stage 1: Challengers;Playoffs;Lower Final;Saturday;March;26;2022;12:30 PM IST;final;Bo5;On Sla2ers;3;[1700];HolyMolly;0;[1633];On Sla2ers $123 1.23
72863;Champions Tour Hong Kong & Taiwan Stage 1: Challengers;Playoffs;Semifinals;Thursday;February;24;2022;3:30 PM IST;final;Bo3;Oblivion Force;3;[1557];LP33;0;[1509];Oblivion Force $195 1.95
24977;Champions Tour CIS Stage 3: Challengers 1;Main Event;Lower Final;Friday;July;9;2021;8:30 PM IST;final;Bo5;No Pressure;3;[1627];forZe;0;[1822];No Pressure $179 1.79
77817;Champions Tour Brazil Stage 1: Challengers 1;Playoffs;Lower Final;Saturday;March;26;2022;9:30 PM IST;final;Bo5;Ninjas In Pyjamas;3;[1641];Keyd Stars;2;[1789];Ninjas In Pyjamas $204 2.04
82602;Champions Tour LATAM/BR Stage 1: Last Chance Qualifier;Main Event;Decider;Saturday;April;2;2022;1:30 AM IST;final;Bo5;Ninjas In Pyjamas;3;[1650];Leviatán;0;[1853];Ninjas In Pyjamas $154 1.54
108243;Champions Tour Brazil Stage 2: Challengers;Playoffs;Lower Final;Saturday;June;25;2022;9:30 PM IST;final;Bo5;Ninjas In Pyjamas;3;[1801];Keyd Stars;2;[1793];Ninjas In Pyjamas $126 1.26
105880;Champions Tour Game Changers Asia Pacific: Open Overtime;Playoffs;3rd Place Final;Sunday;July;3;2022;11:30 AM IST;final;Bo5;Nigma Galaxy Female;3;[1610];W Streak Esports Female;2;[1524];Nigma Galaxy Female $117 1.17
123816;Rebels Final;Playoffs;Grand Final;Saturday;August;20;2022;10:10 PM IST;final;Bo5;Natus Vincere Celestials;3;[1748];Supermassive Blaze Female;1;[1723];Natus Vincere Celestials $106 1.06
51964;ESTAZ Valorant Elite League;Playoffs;Grand Final;Tuesday;January;4;2021;10:30 PM IST;final;Bo5;NASR Esports;3;[1660];Team RA'AD;1;[1753];NASR Esports $214 2.14
16602;Strike Arabia Championship: Season 1;Levant and Egypt;Grand Finals;Sunday;April;25;2021;11:00 PM IST;final;Bo5;NASR Esports;3;[1559];Anubis Gaming;0;[1597];NASR Esports $174 1.74
51961;ESTAZ Valorant Elite League;Playoffs;Semifinals;Tuesday;December;14;2021;10:30 PM IST;final;Bo5;NASR Esports;3;[1636];Piercer Esports;1;[1658];NASR Esports $142 1.42
47191;LVP Rising Series - Finale;Playoffs;Semifinals;Wednesday;November;3;2021;9:30 PM IST;final;Bo5;Movistar Riders;3;[1679];UCAM Tokiers;2;[1711];Movistar Riders $235 2.35
63527;Valorant MA-SERIES;Main Event;Grand Finals;Saturday;January;29;2022;10:30 PM IST;final;Bo5;MLC Esports;3;[1615];Mustang Gaming;0;[1455];MLC Esports $106 1.06
19120;Valorant Open Tour France: Spring Qualifier;Tournament;Upper Bracket Final;Saturday;May;22;2021;6:30 PM IST;final;Bo5;Megastitut;3;[1621];EXCEL;1;[1579];Megastitut $101 1.01
109909;Valorant Regional League France: Revolution - Stage 2;Playoffs;Semifinals;Friday;July;1;2022;9:30 PM IST;final;Bo5;MAD Lions;3;[1846];Mandatory;2;[1591];MAD Lions $126 1.26
77813;Champions Tour Brazil Stage 1: Challengers 1;Playoffs;Grand Final;Sunday;March;27;2022;9:30 PM IST;final;Bo5;LOUD;3;[1791];Ninjas In Pyjamas;0;[1675];LOUD 1.00    vs    14.01 Ninjas In Pyjamas
130685;Valorant Champions 2022;Playoffs;Grand Final;Sunday;September;18;2022;7:40 PM IST;final;Bo5;LOUD;3;[2128];OpTic Gaming;1;[2167];LOUD $160 1.60
77812;Champions Tour Brazil Stage 1: Challengers 1;Playoffs;Upper Final;Friday;March;25;2022;9:30 PM IST;final;Bo5;LOUD;3;[1763];Ninjas In Pyjamas;0;[1669];LOUD $120 1.20
108238;Champions Tour Brazil Stage 2: Challengers;Playoffs;Upper Final;Friday;June;24;2022;9:30 PM IST;final;Bo5;LOUD;3;[1985];Ninjas In Pyjamas;0;[1822];LOUD $105 1.05
108239;Champions Tour Brazil Stage 2: Challengers;Playoffs;Grand Final;Sunday;June;26;2022;9:30 PM IST;final;Bo5;LOUD;3;[2006];Ninjas In Pyjamas;0;[1824];LOUD $104 1.04
17526;Champions Tour LATAM Stage 2: Challengers Finals;Main Event;Grand Finals;Thursday;April;29;2021;11:30 PM IST;final;Bo5;KRÜ Esports;3;[1719];9z Team;1;[1584];KRÜ Esports $115 1.15
17527;Champions Tour LATAM Stage 2: Challengers Finals;Main Event;Grand Finals;Thursday;May;13;2021;2:30 AM IST;final;Bo5;KRÜ Esports;3;[1738];Infinity Esports;1;[1865];KRÜ Esports $100 1.00
112743;FGC VALORANT Invitational 2022: Act 3;Playoffs;Lower Final;Friday;July;8;2022;2:30 PM IST;final;Bo5;KONE eSC;3;[1691];FunPlus Phoenix ZHUQUE;0;[1627];KONE eSC $147 1.47
110040;Valorant Regional League Spain: Rising - Stage 2;Demotion;Demotion;Wednesday;July;6;2022;8:30 PM IST;final;Bo5;KOI;3;[1574];Real Betis;1;[1468];KOI $104 1.04
50494;Circuito De Elite - Finals;Playoffs;Grand Final;Sunday;November;28;2021;9:30 PM IST;final;Bo5;GMT Esports;3;[1720];Rebels Gaming;2;[1683];GMT Esports $146 1.46
52403;WD Black Cup: Season 2;Grand Final;Grand Finals;Sunday;November;28;2021;5:00 PM IST;final;Bo5;Global Esports;3;[1736];Velocity Gaming;1;[1864];Global Esports $238 2.38
58500;LogitechG x Loco Invitational;Playoffs;Grand Final;Sunday;December;26;2021;6:00 PM IST;final;Bo5;Global Esports;3;[1710];Todak;0;[1552];Global Esports $155 1.55
30832;Valorant Conquerors Championship;India Qualifier #2;Grand Final;Sunday;August;8;2021;7:00 PM IST;final;Bo5;Global Esports;3;[1814];Team XO;0;[1557];Global Esports $107 1.07
21949;AORUS x AMD Pro Series Valorant;Playoffs;Grand Final;Thursday;June;24;2021;11:30 AM IST;final;Bo5;Global Esports;3;[1781];F1LS Esports;0;[1539];Global Esports $100 1.00
35265;LVP Rising Series #3;Playoffs;Grand Final;Tuesday;September;7;2021;8:30 PM IST;final;Bo5;Giants Gaming;3;[1877];TENSTAR;0;[1816];Giants Gaming $134 1.34
21435;Protocolo: Gêneses 2021;Main Event;Upper Final;Friday;June;18;2021;1:30 AM IST;final;Bo5;Gamelanders Purple;3;[1534];B4 Angels;0;[1538];Gamelanders Purple $155 1.55
48072;Protocolo: Evolução 2021;Main Event;Upper Final;Friday;November;12;2021;1:30 AM IST;final;Bo5;Gamelanders Purple;3;[1735];B4 Angels;0;[1648];Gamelanders Purple $125 1.25
48073;Protocolo: Evolução 2021;Main Event;Grand Final;Monday;November;15;2021;1:30 AM IST;final;Bo5;Gamelanders Purple;3;[1749];B4 Angels;1;[1652];Gamelanders Purple $107 1.07
24971;Champions Tour CIS Stage 3: Challengers 1;Main Event;Grand Final;Saturday;July;10;2021;8:30 PM IST;final;Bo5;Gambit Esports;3;[1906];No Pressure;0;[1661];Gambit Esports $100 1.00
50641;Champions Tour Game Changers Series III: EMEA;Playoffs;Grand Final;Sunday;November;21;2021;9:30 PM IST;final;Bo5;G2 Gozen;3;[1812];Guild X;1;[1789];G2 Gozen $145 1.45
95016;Game Changers EMEA: Series II;Main Event;Grand Final;Sunday;May;8;2022;9:30 PM IST;final;Bo5;G2 Gozen;3;[1963];Guild X;0;[1877];G2 Gozen $144 1.44
66821;Game Changers EMEA: Series I;Main Event;Grand Final;Sunday;February;6;2022;10:30 PM IST;final;Bo5;G2 Gozen;3;[1909];Guild X;1;[1817];G2 Gozen $111 1.11
109959;Valorant Regional League Turkey: Birlik - Stage 2;Main Event;Grand Finals;Saturday;July;2;2022;9:00 PM IST;final;Bo5;FUT Esports;3;[1722];Fire Flux Esports;2;[1764];FUT Esports $222 2.22
132327;Red Bull Home Ground #3;Turkish Qualifier;Grand Final;Sunday;August;28;2022;10:45 PM IST;final;Bo5;FUT Esports;3;[1843];Thunderbolts Gaming;1;[1578];FUT Esports $102 1.02
123871;Champions Tour South America: Last Chance Qualifier;Main Event;Lower Final;Sunday;August;14;2022;9:30 PM IST;final;Bo5;FURIA;3;;TBK Esports;0;;FURIA $131 1.31
79078;Champions Tour Stage 1: EMEA Challengers;Playoffs;Grand Final;Sunday;March;27;2022;7:30 PM IST;final;Bo5;FunPlus Phoenix;3;[2052];G2 Esports;1;[2020];FunPlus Phoenix $189 1.89
16588;Strike Arabia Championship: Season 1;North Africa;Grand Finals;Tuesday;April;27;2021;1:00 AM IST;final;Bo5;Fox Gaming;3;[1643];Team Lightning;1;[1520];Fox Gaming $134 1.34
28942;Champions Tour CIS Stage 3: Challengers 2;Main Event;Grand Final;Saturday;July;31;2021;8:30 PM IST;final;Bo5;forZe;3;[1824];One Breath Gaming;2;[1739];forZe $290 2.90
107525;Champions Tour EMEA Stage 2: Challengers;Playoffs;Grand Final;Sunday;June;26;2022;7:30 PM IST;final;Bo5;FNATIC;3;[2072];FunPlus Phoenix;0;[2108];FNATIC $153 1.53
16483;Champions Tour Europe Stage 2: Challengers 2;Main Event;Grand Finals;Sunday;April;18;2021;8:30 PM IST;final;Bo5;FNATIC;3;[1768];Team Liquid;1;[1845];FNATIC $101 1.01
122093;Champions Tour Game Changers LATAM: Finals;Latin America: North;Grand Final;Friday;August;19;2022;3:30 AM IST;final;Bo5;FiRePOWER;3;[1747];Skull Cracker Fem;0;[1643];FiRePOWER $103 1.03
60970;Open Fire Legacy;Playoffs;Semifinals;Saturday;December;25;2021;9:00 PM IST;final;Bo5;Fire Flux Young;3;[1528];Thunderbolts Gaming;2;[1601];Fire Flux Young $266 2.66
51824;Open Fire Last Call;Playoffs;Grand Final;Tuesday;November;30;2021;9:00 PM IST;final;Bo5;Fire Flux Esports;3;[1649];Regnum Carya Esports;0;[1567];Fire Flux Esports $156 1.56
109958;Valorant Regional League Turkey: Birlik - Stage 2;Main Event;Semifinals;Thursday;June;30;2022;9:00 PM IST;final;Bo5;Fire Flux Esports;3;[1751];Fenerbahçe Esports;2;[1649];Fire Flux Esports $126 1.26
77395;Valorant Regional League Turkey: Birlik - Stage 1;Playoffs;Semifinals;Thursday;March;17;2022;9:30 PM IST;final;Bo5;Fire Flux Esports;3;[1757];Team Lixa;0;[1551];Fire Flux Esports $111 1.11
94853;Valorant Regional League Turkey: Birlik - Stage 2;Closed Qualifier;Upper Bracket Final;Saturday;April;30;2022;9:00 PM IST;final;Bo5;Fenerbahçe Esports;3;[1595];Galakticos;2;[1536];Fenerbahçe Esports $204 2.04
109963;Valorant Regional League Northern Europe: Polaris - Stage 2;Playoffs;Grand Final;Sunday;July;3;2022;8:30 PM IST;final;Bo5;EXCEL;3;[1841];Finest;1;[1717];EXCEL 1.02    vs    10.73 Finest
18924;Valorant Open Tour France: Spring Qualifier;Tournament;Upper Semifinals;Sunday;May;16;2021;7:30 PM IST;final;Bo5;EXCEL;3;[1569];MTP Esport;2;[1541];EXCEL $167 1.67
120229;Skyesports Pro Invitational;Playoffs;Grand Final;Thursday;July;21;2022;5:00 PM IST;final;Bo5;Enigma Gaming;3;[1800];Revenant Esports;2;[1675];Enigma Gaming $108 1.08
112744;FGC VALORANT Invitational 2022: Act 3;Playoffs;Grand Final;Saturday;July;9;2022;2:30 PM IST;final;Bo5;EDward Gaming;3;[1778];KONE eSC;1;[1706];EDward Gaming $126 1.26
124202;Champions Tour East Asia: Last Chance Qualifier;Main Event;Grand Final;Sunday;August;14;2022;12:30 PM IST;final;Bo5;EDward Gaming;3;[1853];On Sla2ers;0;[1764];EDward Gaming $116 1.16
77437;Champions Tour Korea Stage 1: Challengers;Playoffs;Grand Final;Sunday;March;27;2022;12:30 PM IST;final;Bo5;DRX;3;[1974];On Sla2ers;0;[1730];DRX $120 1.20
108015;Champions Tour Korea Stage 2: Challengers;Playoffs;Grand Final;Sunday;June;26;2022;12:30 PM IST;final;Bo5;DRX;3;[2027];Maru Gaming;0;[1655];DRX $101 1.01
108885;Liga Gamers Club - Série A: Junho;Playoffs;Grand Final;Tuesday;June;21;2022;2:30 AM IST;final;Bo5;DIRETORIA;3;[1563];Rise Gaming;1;[1655];DIRETORIA $287 2.87
56415;LPL Spring Cup Legends 2021;Playoffs;Grand Finals;Monday;December;13;2021;1:00 PM IST;final;Bo5;Crima's Disciples;3;[1631];Legacy Esports;1;[1606];Crima's Disciples $223 2.23
51367;AEN Spring Series;Playoffs;Grand Final;Friday;December;3;2021;1:30 PM IST;final;Bo5;Crima's Disciples;3;[1612];Nerdnecks;2;[1566];Crima's Disciples $122 1.22
43128;Champions Tour Game Changers Series III: North America;Playoffs;Grand Final;Monday;October;4;2021;2:30 AM IST;final;Bo5;Cloud9 White;3;[1813];Shopify Rebellion GC;1;[1772];Cloud9 White $102 1.02
23015;Champions Tour Game Changers Series II: North America;Main Event;Grand Final;Monday;June;28;2021;12:30 AM IST;final;Bo5;Cloud9 White;3;[1683];CLG Red;0;[1654];Cloud9 White $100 1.00
27427;Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2;Main Event;Grand Final;Sunday;July;25;2021;2:30 PM IST;final;Bo5;CBT Gaming;3;[1623];Five Ace e-Sports;0;[1549];CBT Gaming $110 1.10
67565;Valorant Regional League Spain: Rising;Closed Qualifier;Grand Final;Monday;January;31;2022;10:30 PM IST;final;Bo5;Case Esports;3;[1650];19esports;0;[1635];Case Esports $182 1.82
108470;Valorant Regional League Spain: Rising - Stage 2;Playoffs;Grand Final;Saturday;July;2;2022;8:30 PM IST;final;Bo5;Case Esports;3;[1748];UCAM Tokiers;0;[1643];Case Esports $138 1.38
123050;Champions Tour Asia-Pacific: Last Chance Qualifier;Main Event;Grand Final;Sunday;August;7;2022;12:30 PM IST;final;Bo5;BOOM Esports;3;[1916];ONIC G;1;[1955];BOOM Esports $182 1.82
84512;Champions Tour Stage 1: EMEA Promotion;Promotion;Lower Final;Saturday;April;9;2022;7:30 PM IST;final;Bo5;BIG;3;[1760];Surreal Esports;0;[1809];BIG $167 1.67
45955;A1 eSports VALORANT Cup #2;Main Event;Grand Final;Saturday;October;30;2021;11:30 PM IST;final;Bo5;BIG;3;[1718];CGN Esports;2;[1543];BIG $128 1.28
17365;A1 eSports VALORANT Cup;Tournament;Grand Finals;Sunday;June;13;2021;9:00 PM IST;final;Bo5;BIG;3;[1642];IVY;0;[1541];BIG $102 1.02
29642;K&H Magyar Nemzeti E-sport Bajnokság #3;Playoffs;Consolation Final;Saturday;September;25;2021;8:30 PM IST;final;Bo5;Békéscsabai E-sport Egyesület;3;[1494];Lenovo Legion Honvéd;2;[1444];Békéscsabai E-sport Egyesület $149 1.49
34816;ESA Open Fire All Stars;Playoffs;Semifinals;Wednesday;September;1;2021;9:00 PM IST;final;Bo5;BBL Esports;3;[1639];Fire Flux Esports;1;[1653];BBL Esports $175 1.75
