Match Id;Match Name;Match Stage;Match Type;Match Date - Weekday;Match Date - Month;Match Date - Day of the Month;Match Date - Year;Match Time;Match Score Type;Match Note;Team1;Score - Team1;Elo Rating - Team1;Team2;Score - Team2;Elo Rating - Team2;Betting line
77810;Champions Tour Brazil Stage 1: Challengers 1;Playoffs;Upper Semifinals;Wednesday;March;23;2022;9:30 PM IST;final;Bo3;LOUD;2;[1720];Keyd Stars;0;[1773];LOUD $151 1.51
69561;Champions Tour Brazil Stage 1: Challengers 1;Group Stage;Week 1;Sunday;February;13;2022;1:30 AM IST;final;Bo3;LOUD;2;[1632];Gamelanders Blue;0;[1605];LOUD $133 1.33
130626;Valorant Champions 2022;Group Stage;Decider (B);Wednesday;September;7;2022;11:30 PM IST;final;Bo3;LOUD;2;[1969];ZETA DIVISION;0;[1852];LOUD $132 1.32
99067;Champions Tour Brazil Stage 2: Challengers;Group Stage;Week 1;Sunday;May;15;2022;1:30 AM IST;final;Bo3;LOUD;2;[1937];FURIA;0;[1704];LOUD $111 1.11
108236;Champions Tour Brazil Stage 2: Challengers;Playoffs;Upper Semifinals;Wednesday;June;22;2022;9:30 PM IST;final;Bo3;LOUD;2;[1972];Los Grandes;0;[1709];LOUD $101 1.01
83808;Champions Tour Brazil Stage 2: Challengers;Access Series;Lower Round 2;Saturday;April;9;2022;1:30 AM IST;final;Bo3;Los Grandes;2;[1662];Sharks Esports;1;[1521];Los Grandes $292 2.92
99068;Champions Tour Brazil Stage 2: Challengers;Group Stage;Week 1;Sunday;May;15;2022;3:45 AM IST;final;Bo3;Los Grandes;2;[1676];Gamelanders Blue;1;[1567];Los Grandes $195 1.95
76393;Champions Tour Brazil Stage 2: Challengers;Final Qualifier;Upper Semifinals;Wednesday;March;30;2022;2:30 AM IST;final;Bo3;Los Grandes;2;[1655];Tropinha do TIKTOK 2.0;0;[1655];Los Grandes $157 1.57
108241;Champions Tour Brazil Stage 2: Challengers;Playoffs;Lower Round 1;Friday;June;24;2022;12:30 AM IST;final;Bo3;Los Grandes;2;[1696];FURIA;1;[1724];Los Grandes $145 1.45
76390;Champions Tour Brazil Stage 2: Challengers;Final Qualifier;Upper Quarterfinals;Tuesday;March;29;2022;2:30 AM IST;final;Bo3;Los Grandes;2;[1631];SG e-Sports;0;[1578];Los Grandes $106 1.06
69786;Valorant Regional League Northern Europe: Polaris;Season;Round 2;Thursday;February;17;2022;10:30 PM IST;final;Bo3;London Esports;2;[1549];H2O;0;[1549];London Esports $189 1.89
23124;ImbaTV Fearless Invitational Cup;Closed Qualifier;Upper Quarterfinals;Friday;June;25;2021;2:30 PM IST;final;Bo3;LIZHI;2;[1549];Underdog;0;[1481];LIZHI $178 1.78
27501;ImbaTV Fearless Invitational Cup;Main Event;Lower Round 2;Friday;July;23;2021;5:45 PM IST;final;Bo3;LIZHI;2;[1558];Underdog;0;[1511];LIZHI $121 1.21
29856;Energy Vision;Playoffs;Lower Round 1;Wednesday;August;11;2021;11:30 AM IST;final;Bo3;LIZHI;2;[1547];Number One Player;1;[1478];LIZHI $113 1.13
30720;Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3;Main Event;Semifinals;Saturday;August;7;2021;2:30 PM IST;final;Bo3;Lightning;2;[1493];Anti Eco Eco Club;1;[1616];Lightning $265 2.65
16571;Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2;Main Event;Quarterfinals;Friday;April;16;2021;1:30 PM IST;final;Bo3;Lightning;2;[1519];LP33;1;[1493];Lightning $155 1.55
21432;Protocolo: Gêneses 2021;Main Event;Upper Quarterfinals;Saturday;June;12;2021;4:00 AM IST;final;Bo3;Liberty Female;2;[1500];Griffos Starfire;0;[1500];Liberty Female $145 1.45
17746;Champions Tour Brazil Stage 2: Challengers Finals;Main Event;Lower Bracket Round 1;Sunday;May;2;2021;9:30 PM IST;final;Bo3;Liberty;2;[1562];SLICK;0;[1631];Liberty $229 2.29
83800;Champions Tour Brazil Stage 2: Challengers;Access Series;Upper Quarterfinals;Wednesday;April;6;2022;1:30 AM IST;final;Bo3;Liberty;2;[1620];Tropinha do TIKTOK 2.0;1;[1643];Liberty $175 1.75
69562;Champions Tour Brazil Stage 1: Challengers 1;Group Stage;Week 1;Sunday;February;13;2022;4:30 AM IST;final;Bo3;Liberty;2;[1715];Team Vikings;0;[1437];Liberty $168 1.68
42182;Champions Tour South America: Last Chance Qualifier;Group Stage;Decider (B);Friday;October;15;2021;12:40 AM IST;final;Bo3;Liberty;2;[1711];Six Karma;1;[1785];Liberty $142 1.42
83804;Champions Tour Brazil Stage 2: Challengers;Access Series;Upper Semifinals;Friday;April;8;2022;1:30 AM IST;final;Bo3;Liberty;2;[1644];Galaxy Carrots;0;[1645];Liberty $134 1.34
15857;Esportsmaker Spike Series II;Tournament;Semifinals;Friday;April;16;2021;7:30 AM IST;final;Bo3;Liberty;2;[1576];Memelanders;1;[1521];Liberty $133 1.33
42179;Champions Tour South America: Last Chance Qualifier;Group Stage;Opening (B);Wednesday;October;13;2021;1:00 AM IST;final;Bo3;Liberty;2;[1700];Infinity Esports;0;[1808];Liberty $111 1.11
17047;Champions Tour Brazil Stage 2: Challengers 3;Main Event;Decider (B);Tuesday;April;27;2021;6:45 AM IST;final;Bo3;Liberty;2;[1574];Kikados da Galaxy Carrots;0;[1527];Liberty $103 1.03
130618;Valorant Champions 2022;Group Stage;Opening (A);Wednesday;August;31;2022;11:05 PM IST;final;Bo3;Leviatán;2;[1872];Team Liquid;0;[2021];Leviatán $309 3.09
76440;Champions Tour Latin America South Stage 1: Challengers;Play-In;Round 1;Sunday;March;13;2022;2:30 AM IST;final;Bo3;Leviatán;2;[1815];KRÜ Esports;0;[1946];Leviatán $204 2.04
108007;Champions Tour Latin America Stage 2: Playoffs;Playoffs;Lower Final;Sunday;June;26;2022;1:00 AM IST;final;Bo5;FUSION;2;[1630];Leviatán;3;[1802];Leviatán $154 1.54
108006;Champions Tour Latin America Stage 2: Playoffs;Playoffs;Lower Round 1;Saturday;June;25;2022;12:30 AM IST;final;Bo3;Leviatán;2;[1781];E-Xolos LAZER;0;[1697];Leviatán $149 1.49
69668;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 2;Monday;February;21;2022;2:00 AM IST;final;Bo3;Leviatán;2;[1807];9z Team;0;[1578];Leviatán $123 1.23
69674;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 4;Sunday;March;6;2022;2:30 AM IST;final;Bo3;Leviatán;2;[1822];Movistar Optix;0;[1568];Leviatán $122 1.22
78792;Champions Tour Latin America Stage 1: Playoffs;Regional Finals;Upper Bracket Quarterfinals;Saturday;March;26;2022;4:00 AM IST;final;Bo3;Leviatán;2;[1846];FUSION;0;[1601];Leviatán $120 1.20
106426;Champions Tour Latin America South Stage 2: Challengers;Play-In;Decider;Monday;June;13;2022;12:30 AM IST;final;Bo3;Leviatán;2;[1806];9z Team;0;[1585];Leviatán $116 1.16
69669;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 3;Sunday;February;27;2022;12:30 AM IST;final;Bo3;Leviatán;2;[1815];EBRO Gaming;0;[1533];Leviatán $104 1.04
71014;Valorant Regional League East: Surge;Regular Season;Week 1;Wednesday;February;16;2022;10:15 PM IST;final;Bo3;Lenovo Legion Honvéd;2;[1677];Anorthosis Famagusta Esports;0;[1593];Lenovo Legion Honvéd $131 1.31
114519;Nerd Street Summer Championship 2022 - Open 12;Playoffs;Round of 16;Wednesday;July;13;2022;3:30 AM IST;final;Bo3;Lenny Time;2;[1731];Cloud9 Academy;0;[1629];Lenny Time $148 1.48
94223;Champions Tour North America Stage 2: Challengers;Open Qualifier #1;Round of 128;Friday;April;29;2022;3:30 AM IST;final;Bo3;Lenny Time;2;[1577];Go 4 Broke;0;[1466];Lenny Time $110 1.10
50291;LPL Spring Cup Legends 2021;Group Stage;Round 7;Monday;November;29;2021;3:00 PM IST;final;Bo3;Legacy Esports;2;[1573];Crima's Disciples;1;[1628];Legacy Esports $201 2.01
30871;LPL Winter Cup Legends 2021;Group Stage;Round 5;Tuesday;August;31;2021;4:00 PM IST;final;Bo3;Legacy Esports;2;[1556];Shadownet;0;[1391];Legacy Esports $122 1.22
49929;LPL Spring Cup Legends 2021;Group Stage;Round 4;Tuesday;November;9;2021;3:00 PM IST;final;Bo3;Legacy Esports;2;[1546];Kraken ESC White;0;[1434];Legacy Esports $117 1.17
65293;Champions Tour Europe Stage 1: Challengers 2;Closed Qualifier;Lower Round 3;Saturday;January;22;2022;12:30 AM IST;final;Bo3;LDN UTD;2;[1820];Team Vitality;0;[1829];LDN UTD 1.14    vs    5.19 Team Vitality
65289;Champions Tour Europe Stage 1: Challengers 2;Closed Qualifier;Lower Round 1;Friday;January;21;2022;1:00 AM IST;final;Bo3;LDN UTD;2;[1786];Rebels Gaming;0;[1678];LDN UTD 1.06    vs    7.90 Rebels Gaming
68997;Champions Tour Stage 1: EMEA Challengers;Group Stage;Week 2;Saturday;February;19;2022;8:30 PM IST;final;Bo3;LDN UTD;2;[1809];BIG;1;[1853];LDN UTD $236 2.36
69003;Champions Tour Stage 1: EMEA Challengers;Group Stage;Week 3;Sunday;March;13;2022;8:30 PM IST;final;Bo3;LDN UTD;2;[1828];FunPlus Phoenix;1;[1982];LDN UTD $176 1.76
43001;LVP Rising Series #4;Playoffs;Semifinals;Thursday;October;21;2021;10:30 PM IST;final;Bo3;LDN UTD;2;[1692];Crypto Esports;0;[1560];LDN UTD $133 1.33
64689;Champions Tour Europe Stage 1: Challengers 2;Open Qualifier;Round of 16;Wednesday;January;19;2022;10:30 PM IST;final;Bo3;LDN UTD;2;[1780];KOVA;0;[1710];LDN UTD $123 1.23
42998;LVP Rising Series #4;Playoffs;Quarterfinals;Wednesday;October;20;2021;8:30 PM IST;final;Bo3;LDN UTD;2;[1651];WATEr;0;[1562];LDN UTD $120 1.20
62843;Champions Tour Europe Stage 1: Challengers 1;Open Qualifier;Round of 16;Wednesday;January;12;2022;11:30 PM IST;final;Bo3;LDN UTD;2;[1754];bref;0;[1591];LDN UTD $118 1.18
64658;Champions Tour Europe Stage 1: Challengers 2;Open Qualifier;Round of 64;Tuesday;January;18;2022;10:30 PM IST;final;Bo3;LDN UTD;2;[1760];F9 Hetic;0;[1552];LDN UTD $107 1.07
89226;Champions Tour Malaysia & Singapore Stage 2: Challengers;Group Stage;Day 6;Friday;May;20;2022;4:30 PM IST;final;Bo3;LaZe;2;[1598];Todak;1;[1602];LaZe $185 1.85
89238;Champions Tour Malaysia & Singapore Stage 2: Challengers;Playoffs;Upper Round 1;Thursday;May;26;2022;1:00 PM IST;final;Bo3;LaZe;2;[1640];Todak;0;[1569];LaZe $141 1.41
89234;Champions Tour Malaysia & Singapore Stage 2: Challengers;Group Stage;Day 8;Sunday;May;22;2022;12:15 PM IST;final;Bo3;LaZe;2;[1626];Avium Esports;0;[1540];LaZe $126 1.26
89227;Champions Tour Malaysia & Singapore Stage 2: Challengers;Group Stage;Day 6;Saturday;May;21;2022;8:00 AM IST;final;Bo3;LaZe;2;[1613];Blitz Esports;0;[1497];LaZe $111 1.11
47469;Valorant Open Tour France: Fall Qualifier;Tournament;Upper Final;Saturday;November;6;2021;8:30 PM IST;final;Bo3;Last Dance;2;[1668];Team Vitality;1;[1743];Last Dance $694 6.94
51077;Valorant Open Tour France: Main Event;Main Event;Quarterfinals;Saturday;November;20;2021;4:30 PM IST;final;Bo3;Last Dance;2;[1671];New World;0;[1520];Last Dance $136 1.36
71024;Valorant Regional League East: Surge;Regular Season;Week 2;Thursday;February;24;2022;9:30 PM IST;final;Bo3;l3wandowski;2;[1640];AWARIA;1;[1681];l3wandowski $142 1.42
71020;Valorant Regional League East: Surge;Regular Season;Week 2;Wednesday;February;23;2022;9:30 PM IST;final;Bo3;l3wandowski;2;[1626];Entropiq;1;[1573];l3wandowski $136 1.36
122109;Champions Tour Game Changers LATAM: Finals;Latin America: South;Upper Final;Saturday;August;20;2022;1:30 AM IST;final;Bo3;KRÜ Fem;2;[1744];NOORG;1;[1612];KRÜ Fem $104 1.04
34963;Valorant Champions Tour Stage 3: Masters Berlin;Group Stage;Decider (B);Thursday;September;16;2021;1:20 AM IST;final;Bo3;KRÜ Esports;2;[1850];Keyd Stars;0;[1807];KRÜ Esports $332 3.32
51275;Valorant Champions 2021;Group Stage;Elimination (B);Sunday;December;5;2021;11:05 PM IST;final;Bo3;KRÜ Esports;2;[1824];FURIA;1;[1823];KRÜ Esports $248 2.48
34950;Valorant Champions Tour Stage 3: Masters Berlin;Group Stage;Opening (B);Sunday;September;12;2021;6:30 PM IST;final;Bo3;KRÜ Esports;2;[1848];ZETA DIVISION;1;[1884];KRÜ Esports $166 1.66
30890;Champions Tour LATAM Stage 3: Challengers Playoffs;LAS Playoffs;Winner's;Thursday;August;5;2021;2:00 AM IST;final;Bo3;KRÜ Esports;2;[1802];Australs;0;[1714];KRÜ Esports $150 1.50
130630;Valorant Champions 2022;Group Stage;Elimination (C);Monday;September;5;2022;5:30 PM IST;final;Bo3;KRÜ Esports;2;[1933];XERXIA Esports;1;[1913];KRÜ Esports $146 1.46
123864;Champions Tour South America: Last Chance Qualifier;Main Event;Upper Semifinals;Monday;August;8;2022;11:40 PM IST;final;Bo3;KRÜ Esports;2;[1913];Keyd Stars;0;[1791];KRÜ Esports $145 1.45
31291;Champions Tour LATAM Stage 3: Challengers Playoffs;LATAM Playoffs;Upper Semifinals;Thursday;August;19;2021;12:30 AM IST;final;Bo3;KRÜ Esports;2;[1878.11];Six Karma;0;[1876.30];KRÜ Esports $141 1.41
78797;Champions Tour Latin America Stage 1: Playoffs;Regional Finals;Grand Final;Tuesday;March;29;2022;1:30 AM IST;final;Bo5;Leviatán;2;[1870];KRÜ Esports;3;[1898];KRÜ Esports $138 1.38
106424;Champions Tour Latin America South Stage 2: Challengers;Play-In;Upper Final;Sunday;June;12;2022;2:40 AM IST;final;Bo3;KRÜ Esports;2;[1898];Leviatán;0;[1824];KRÜ Esports $136 1.36
17523;Champions Tour LATAM Stage 2: Challengers Finals;Main Event;Upper Bracket Final;Wednesday;April;28;2021;11:30 PM IST;final;Bo3;KRÜ Esports;2;[1700];9z Team;0;[1571];KRÜ Esports $132 1.32
69675;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 4;Monday;March;7;2022;12:30 AM IST;final;Bo3;KRÜ Esports;2;[1931];Leviatán;0;[1830];KRÜ Esports $126 1.26
108003;Champions Tour Latin America Stage 2: Playoffs;Playoffs;Upper Semifinals;Friday;June;24;2022;3:45 AM IST;final;Bo3;KRÜ Esports;2;[1916];E-Xolos LAZER;0;[1710];KRÜ Esports $116 1.16
17521;Champions Tour LATAM Stage 2: Challengers Finals;Main Event;Upper Bracket Semifinals;Tuesday;April;27;2021;11:30 PM IST;final;Bo3;KRÜ Esports;2;[1680];Meta Gaming;0;[1562];KRÜ Esports $116 1.16
76441;Champions Tour Latin America South Stage 1: Challengers;Play-In;Round 2;Monday;March;14;2022;12:30 AM IST;final;Bo3;KRÜ Esports;2;[1916];9z Team;0;[1563];KRÜ Esports $115 1.15
69665;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 2;Sunday;February;20;2022;12:30 AM IST;final;Bo3;KRÜ Esports;2;[1920];EBRO Gaming;0;[1516];KRÜ Esports $113 1.13
78793;Champions Tour Latin America Stage 1: Playoffs;Regional Finals;Lower Bracket Round 1;Sunday;March;27;2022;1:30 AM IST;final;Bo3;KRÜ Esports;2;[1875];FUSION;0;[1590];KRÜ Esports $111 1.11
69661;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 1;Sunday;February;13;2022;12:30 AM IST;final;Bo3;KRÜ Esports;2;[1916];Movistar Optix;0;[1548];KRÜ Esports $106 1.06
69670;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 3;Sunday;February;27;2022;2:00 AM IST;final;Bo3;KRÜ Esports;2;[1924];Meta Gaming;0;[1484];KRÜ Esports $105 1.05
23547;Champions Tour LATAM Stage 3: Challengers 1;Main Event: LAS;Upper Semifinals;Friday;July;2;2021;3:00 AM IST;final;Bo3;KRÜ Esports;2;[1783];Kaos Latin Gamers;0;[1505];KRÜ Esports $104 1.04
69672;Champions Tour Latin America South Stage 1: Challengers;Group Stage;Week 3;Monday;February;28;2022;2:45 AM IST;final;Bo3;KRÜ Esports;2;[1927];9z Team;0;[1569];KRÜ Esports $101 1.01
123861;Champions Tour South America: Last Chance Qualifier;Main Event;Upper Quarterfinals;Monday;August;8;2022;12:15 AM IST;final;Bo3;KRÜ Esports;2;[1907];TBK Esports;1;[1556];KRÜ Esports $101 1.01
89217;Champions Tour Malaysia & Singapore Stage 2: Challengers;Group Stage;Day 3;Saturday;May;14;2022;4:20 PM IST;final;Bo3;KPMOONIIBLM9;2;[1617];Blitz Esports;0;[1541];KPMOONIIBLM9 $124 1.24
63582;Champions Tour CIS Stage 1: Challengers 1;Closed Qualifier;Upper Quarterfinals;Thursday;January;13;2022;10:30 PM IST;final;Bo3;KPI Gaming;2;[1622];FunPlus Phoenix;0;[1817];KPI Gaming $423 4.23
108792;Circuito Tormenta: Liga Radiante 2022 S2;Playoffs;Grand Final;Tuesday;June;21;2022;10:30 PM IST;final;Bo3;KPI Gaming;2;[1648];BISONS ECLUB;1;[1525];KPI Gaming $148 1.48
16705;Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2;Main Event;Semifinals;Saturday;April;17;2021;3:30 PM IST;final;Bo3;KPC Computer Studio;2;[1596];Anti Eco Eco Club;0;[1644];KPC Computer Studio $192 1.92
16572;Champions Tour Hong Kong & Taiwan Stage 2: Challengers 2;Main Event;Quarterfinals;Friday;April;16;2021;4:00 PM IST;final;Bo3;KPC Computer Studio;2;[1581];All Born to Clutch;0;[1503];KPC Computer Studio $120 1.20
17228;Champions Tour Hong Kong & Taiwan Stage 2: Challengers 3;Main Event;Quarterfinals;Friday;April;23;2021;4:00 PM IST;final;Bo3;KPC Computer Studio;2;[1605];All Born to Clutch;0;[1489];KPC Computer Studio $104 1.04
50908;Nerd Street Gamers Winter Championship: Open 5;Playoffs;Quarterfinals;Wednesday;November;17;2021;3:30 AM IST;final;Bo3;Kowareta;2;[1535];BASILISK;1;[1542];Kowareta $201 2.01
98625;Valorant Regional League Northern Europe: Polaris - Stage 2;Group Stage;Week 3;Tuesday;May;24;2022;12:05 AM IST;final;Bo3;KOVA;2;[1682];Finest;1;[1709];KOVA $208 2.08
50146;ICEBOX Northern Classic;Playoffs;Upper Bracket Semifinals;Saturday;November;20;2021;3:00 AM IST;final;Bo3;KOVA;2;[1682];Rix.GG Thunder;1;[1694];KOVA $176 1.76
69787;Valorant Regional League Northern Europe: Polaris;Season;Round 2;Friday;February;18;2022;1:30 AM IST;final;Bo3;KOVA;2;[1695];Tundra Esports;0;[1646];KOVA $131 1.31
69801;Valorant Regional League Northern Europe: Polaris;Season;Round 6;Thursday;March;3;2022;1:00 AM IST;final;Bo3;KOVA;2;[1693];who cars?;1;[1565];KOVA $120 1.20
69797;Valorant Regional League Northern Europe: Polaris;Season;Round 5;Tuesday;March;1;2022;1:30 AM IST;final;Bo3;KOVA;2;[1682];H2O;0;[1501];KOVA $119 1.19
98643;Valorant Regional League Northern Europe: Polaris - Stage 2;Group Stage;Week 7;Wednesday;June;22;2022;12:45 AM IST;final;Bo3;KOVA;2;[1669];Alliance;0;[1430];KOVA $111 1.11
20490;Knights Monthly Gauntlet: June;Playoffs;Quarterfinals;Sunday;June;13;2021;11:30 PM IST;final;Bo3;Kooky Koalas;2;[1588];OOKERS;1;[1623];Kooky Koalas $159 1.59
18322;Nerd Street Gamers Summer Championship - Open 6;Playoffs;Quarterfinals;Wednesday;May;19;2021;2:30 AM IST;final;Bo3;Kooky Koalas;2;[1575];Insight;0;[1530];Kooky Koalas $113 1.13
102144;FGC VALORANT Invitational 2022: Act 2;Group Stage;Week 1;Friday;May;27;2022;11:30 AM IST;final;Bo3;KONE eSC;2;[1624];Tales of Eastern;1;[1489];KONE eSC $164 1.64
105833;FGC VALORANT Invitational 2022: Act 2;Playoffs;Upper Final;Wednesday;June;8;2022;2:30 PM IST;final;Bo3;KONE eSC;2;[1686];NTER;1;[1538];KONE eSC $157 1.57
27495;ImbaTV Fearless Invitational Cup;Main Event;Upper Semifinals;Thursday;July;22;2021;5:20 PM IST;final;Bo3;KONE eSC;2;[1583];NTER;0;[1538];KONE eSC $155 1.55
27492;ImbaTV Fearless Invitational Cup;Main Event;Upper Quarterfinals;Sunday;July;18;2021;5:30 PM IST;final;Bo3;KONE eSC;2;[1583];Weibo Gaming;1;[1580];KONE eSC $151 1.51
102153;FGC VALORANT Invitational 2022: Act 2;Group Stage;Week 2;Sunday;May;29;2022;3:45 PM IST;final;Bo3;KONE eSC;2;[1653];Night Wings Gaming;1;[1470];KONE eSC $151 1.51
29853;Energy Vision;Playoffs;Upper Semifinals;Thursday;August;12;2021;2:30 PM IST;final;Bo3;KONE eSC;2;[1598];EDward Gaming;0;[1595];KONE eSC $147 1.47
111514;FGC VALORANT Invitational 2022: Act 3;Group Stage;Group Stage;Saturday;July;2;2022;11:30 AM IST;final;Bo3;KONE eSC;2;[1670];NTER;0;[1509];KONE eSC $135 1.35
72352;FGC VALORANT Invitational 2022: Act 1;Group Stage;Week 1;Thursday;February;24;2022;11:30 AM IST;final;Bo3;KONE eSC;2;[1589];Attacking Soul Esports;0;[1439];KONE eSC $123 1.23
34564;FGC Valorant Invitational;Swiss Stage;Round 2 High;Tuesday;August;24;2021;1:45 PM IST;final;Bo3;KONE eSC;2;[1590];NTER;0;[1497];KONE eSC $120 1.20
111505;FGC VALORANT Invitational 2022: Act 3;Group Stage;Group Stage;Tuesday;June;28;2022;2:30 PM IST;final;Bo3;KONE eSC;2;[1685];Number One Player;0;[1439];KONE eSC $114 1.14
25547;ImbaTV Fearless Invitational Cup;Main Event;Group C;Wednesday;July;14;2021;11:30 AM IST;final;Bo3;KONE eSC;2;[1583];All Gamers;0;[1485];KONE eSC $111 1.11
29836;Energy Vision;Group Stage;Elimination (B);Tuesday;August;3;2021;2:30 PM IST;final;Bo3;KONE eSC;2;[1545];Attacking Soul Esports;0;[1394];KONE eSC $111 1.11
111521;FGC VALORANT Invitational 2022: Act 3;Group Stage;Group Stage;Sunday;July;3;2022;3:30 PM IST;final;Bo3;KONE eSC;2;[1680];Attacking Soul Esports;0;[1315];KONE eSC $108 1.08
25543;ImbaTV Fearless Invitational Cup;Main Event;Group C;Thursday;July;8;2021;2:30 PM IST;final;Bo3;KONE eSC;2;[1583];Underdog;0;[1486];KONE eSC $107 1.07
25545;ImbaTV Fearless Invitational Cup;Main Event;Group C;Sunday;July;11;2021;1:45 PM IST;final;Bo3;KONE eSC;2;[1583];O2 Gaming;1;[1418];KONE eSC $107 1.07
62848;Champions Tour Europe Stage 1: Challengers 1;Open Qualifier;Round of 16;Wednesday;January;12;2022;11:30 PM IST;final;Bo3;KOI;2;[1753];Straight Outta Retirement;0;[1572];KOI $128 1.28
104995;MCT Premiership S3;Group Stage: Stage 1;Week 1;Saturday;June;11;2022;1:30 AM IST;final;Bo3;Knights Academy;2;[1587];Gen.G;1;[1742];Knights Academy $366 3.66
112918;Nerd Street Summer Championship 2022 - Online Qualifier;Playoffs;Semifinals;Friday;July;8;2022;3:30 AM IST;final;Bo3;Knights Academy;2;[1677];DarkZero Esports;0;[1786];Knights Academy $247 2.47
122960;Knights Monthly Gauntlet 2022: July;Playoffs;Semifinals;Monday;August;1;2022;2:30 AM IST;final;Bo3;Knights Academy;2;[1698];Cosmic Divide;1;[1706];Knights Academy $189 1.89
127754;Nerd Street Summer Championship 2022 - Finals;Group Stage: Day 2;Opening (D);Saturday;August;20;2022;9:30 PM IST;final;Bo3;Knights Academy;2;[1685];VIRTUOSO;1;[1665];Knights Academy $175 1.75
49418;Valorant Elite Showdown;Group Stage;Opening (I);Friday;November;12;2021;4:30 AM IST;final;Bo3;Knights Academy;2;[1495];Time Out;0;[1532];Knights Academy $153 1.53
131949;Knights Monthly Gauntlet 2022: August;Playoffs;Quarterfinals;Friday;August;26;2022;2:30 AM IST;final;Bo3;Knights Academy;2;[1683];Cloud9 White;0;[1533];Knights Academy $107 1.07
132116;BoomTV Proving Grounds: Unleashed;Playoffs;Upper Round of 16;Saturday;August;27;2022;3:30 AM IST;final;Bo3;Knights Academy;2;[1678];Northern Forces;1;[1472];Knights Academy $104 1.04
70065;Champions Tour North America Stage 1: Challengers;Group Stage;Week 3;Saturday;February;26;2022;5:30 AM IST;final;Bo3;Knights;2;[1831];Rise;0;[1882];Knights $247 2.47
68701;Champions Tour North America Stage 1: Challengers;Open Qualifier #2;Upper Quarterfinals;Sunday;February;6;2022;1:30 AM IST;final;Bo3;Knights;2;[1800];Built By Gamers;1;[1787];Knights $175 1.75
49485;Valorant Elite Showdown;Playoffs;Semifinals;Monday;November;15;2021;1:30 AM IST;final;Bo3;Knights;2;[1666];Teal Seam;1;[1670];Knights $175 1.75
28320;Champions Tour North America Stage 3: Challengers 2;Open Qualifier;Round of 32;Saturday;July;24;2021;2:30 AM IST;final;Bo3;Knights;2;[1627];SoaR;1;[1517];Knights $169 1.69
26688;Nerd Street Gamers Summer Championship - Open 11;Playoffs;Quarterfinals;Wednesday;July;14;2021;2:30 AM IST;final;Bo3;Knights;2;[1622];Evil Geniuses;0;[1586];Knights $158 1.58
109855;Knights Circuit Championship;Playoffs;Round of 16;Wednesday;June;29;2022;4:30 AM IST;final;Bo3;Knights;2;[1782];Lenny Time;1;[1735];Knights $148 1.48
97188;Champions Tour North America Stage 2: Challengers;Open Qualifier #2;Upper Round of 32;Saturday;May;7;2022;3:30 AM IST;final;Bo3;Knights;2;[1815];YFP Gaming;0;[1645];Knights $133 1.33
50906;Nerd Street Gamers Winter Championship: Open 5;Playoffs;Quarterfinals;Wednesday;November;17;2021;3:30 AM IST;final;Bo3;Knights;2;[1680];Elmerz Glue;0;[1569];Knights $130 1.30
97203;Champions Tour North America Stage 2: Challengers;Open Qualifier #2;Upper Quarterfinals;Sunday;May;8;2022;12:30 AM IST;final;Bo3;Knights;2;[1846];DarkZero Esports;0;[1738];Knights $118 1.18
49447;Valorant Elite Showdown;Group Stage;Opening (O);Friday;November;12;2021;4:30 AM IST;final;Bo3;Knights;2;[1603];Levitate;0;;Knights $112 1.12
114522;Nerd Street Summer Championship 2022 - Open 12;Playoffs;Round of 16;Wednesday;July;13;2022;3:30 AM IST;final;Bo3;Knights;2;[1783];Team Reckaroo;1;[1596];Knights $107 1.07
25949;Champions Tour Malaysia & Singapore Stage 3: Challengers 3;Main Event;Upper Quarterfinals;Friday;August;6;2021;3:30 PM IST;final;Bo3;Kingsmen;2;[1600];Todak;1;[1597];Kingsmen $229 2.29
65042;Zotac Cup;Playoffs;Upper Final;Tuesday;January;25;2022;5:00 PM IST;final;Bo3;Kingsmen;2;[1753];Action PH;1;[1663];Kingsmen $168 1.68
49757;Royal SEA Challenge;Group Stage;Group A;Monday;November;8;2021;4:45 PM IST;final;2 Maps;Kingsmen;2;[1689];DivisionX Gaming;0;[1556];Kingsmen $149 1.49
64831;Zotac Cup;Playoffs;Upper Semifinals;Tuesday;January;18;2022;1:00 PM IST;final;Bo3;Kingsmen;2;[1702];Enigma Gaming;1;[1721];Kingsmen $136 1.36
63554;SEA Esports Championship 2021;Playoffs;Lower Round 1;Friday;January;14;2022;4:15 PM IST;final;Bo3;Kingsmen;2;[1678];Copium;0;[1546];Kingsmen $123 1.23
62073;SEA Esports Championship 2021;Group Stage;Group A;Sunday;January;9;2022;8:30 AM IST;final;2 Maps;Kingsmen;2;[1695];Goodfellas Gaming;0;[1548];Kingsmen $121 1.21
