"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"majusia";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";89;245,8;0,74;167,7;0,27;81;69;9;13;11;"1";"6";"0.160493827160494";"0.111111111111111";"0.0674157303370786";"0.166666666666667";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";107;275,3;0,69;184,1;0,34;106;78;19;21;18;"3";"13";"0.19811320754717";"0.179245283018868";"0.121495327102804";"0.230769230769231";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";16;184;0,56;128,9;0,16;9;14;3;3;2;"0";"2";"0.333333333333333";"0.333333333333333";"0.125";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"bdaph";"Astra";138;159,6;0,6;114,1;0,24;74;116;35;8;17;"3";"29";"0.108108108108108";"0.472972972972973";"0.210144927536232";"0.103448275862069";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";155;169,4;0,7;109,9;0,2;94;102;65;8;9;"4";"16";"0.0851063829787234";"0.691489361702128";"0.103225806451613";"0.25";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";13;120;0,38;"77.8";0,12;4;13;1;2;1;"0";"3";"0.5";"0.25";"0.230769230769231";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";96;190;0,69;120,4;0,18;64;66;38;7;6;"0";"14";"0.109375";"0.59375";"0.145833333333333";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";19;130;0,63;81,7;0,14;9;15;4;4;2;"0";"2";"0.444444444444444";"0.444444444444444";"0.105263157894737";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";177;159,8;0,62;105,7;0,24;100;127;36;12;23;"3";"21";"0.12";"0.36";"0.11864406779661";"0.142857142857143";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"kyo";"Astra";20;163;0,85;110,6;0,33;12;10;6;1;2;"0";"2";"0.0833333333333333";"0.5";"0.1";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";163;175,9;0,67;117,5;0,18;95;125;86;9;13;"3";"16";"0.0947368421052632";"0.905263157894737";"0.098159509202454";"0.1875";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";20;138;0;"98.6";0,19;9;16;4;1;1;"0";"2";"0.111111111111111";"0.444444444444444";"0.1";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";112;230,8;0,75;150;0,2;89;84;26;14;8;"1";"11";"0.157303370786517";"0.292134831460674";"0.0982142857142857";"0.0909090909090909";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";270;191;0,63;137,3;0,21;171;194;43;15;20;"4";"52";"0.087719298245614";"0.251461988304094";"0.192592592592593";"0.0769230769230769";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";376;227,1;0,77;144,5;0,23;313;236;137;28;19;"9";"42";"0.0894568690095847";"0.437699680511182";"0.111702127659574";"0.214285714285714";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";34;229;0,71;149,5;0,17;26;26;10;4;5;"1";"3";"0.153846153846154";"0.384615384615385";"0.0882352941176471";"0.333333333333333";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";164;237,1;0,76;147,5;0,2;136;106;43;13;10;"3";"21";"0.0955882352941176";"0.316176470588235";"0.128048780487805";"0.142857142857143";"Skye";22;170;0,68;116,6;0,26;14;16;6;0;1;"0";"3";"0";"0.428571428571429";"0.136363636363636";"0";"Sova";448;213,4;0,78;141,3;0,21;340;288;153;32;23;"7";"76";"0.0941176470588235";"0.45";"0.169642857142857";"0.0921052631578947";"Viper";290;241,6;0,73;154,3;0,23;243;190;98;23;18;"9";"31";"0.0946502057613169";"0.403292181069959";"0.106896551724138";"0.290322580645161";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"wut";"Astra";16;161;0,44;107,3;0,18;9;12;1;0;0;"0";"3";"0";"0.111111111111111";"0.1875";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";32;41,5;0,22;35,8;0,07;2;30;3;0;7;"0";"2";"0";"1.5";"0.0625";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";45;220;0,62;152,5;0,14;34;37;9;5;8;"2";"4";"0.147058823529412";"0.264705882352941";"0.0888888888888889";"0.5";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";21;193;0,67;124,9;0,25;16;15;5;2;1;"0";"1";"0.125";"0.3125";"0.0476190476190476";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";33;89,5;0,76;60,7;0,15;11;32;7;3;2;"0";"2";"0.272727272727273";"0.636363636363636";"0.0606060606060606";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Lyda";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";20;199;0,75;140,2;0,27;12;16;5;3;2;"0";"3";"0.25";"0.416666666666667";"0.15";"0";"Chamber";263;216,3;0,74;142,1;0,24;198;175;34;47;25;"2";"30";"0.237373737373737";"0.171717171717172";"0.114068441064639";"0.0666666666666667";"Cypher";29;133;0,41;"88.2";0,24;11;28;2;1;3;"1";"7";"0.0909090909090909";"0.181818181818182";"0.241379310344828";"0.142857142857143";"Fade";442;188,6;0,78;121,3;0,25;295;277;190;28;26;"4";"49";"0.0949152542372881";"0.644067796610169";"0.110859728506787";"0.0816326530612245";"Jett";1729;243,1;0,75;154,7;0,22;1481;1197;332;335;209;"25";"153";"0.226198514517218";"0.224172856178258";"0.0884904569115095";"0.163398692810458";"Kay/O";36;246;0,86;163,5;0,26;35;18;12;3;1;"2";"2";"0.0857142857142857";"0.342857142857143";"0.0555555555555556";"1";"Killjoy";144;261,7;0,83;181,5;0,21;134;96;31;12;11;"5";"12";"0.0895522388059701";"0.23134328358209";"0.0833333333333333";"0.416666666666667";"Neon";73;237,5;0,81;145,1;0,18;59;59;20;10;16;"1";"4";"0.169491525423729";"0.338983050847458";"0.0547945205479452";"0.25";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";434;234,9;0,73;156,1;0,19;349;320;102;82;56;"4";"31";"0.234957020057307";"0.292263610315186";"0.0714285714285714";"0.129032258064516";"Reyna";21;239;0,62;158;0,27;16;18;2;3;4;"0";"0";"0.1875";"0.125";"0";"0";"Sage";20;81;0,5;64,9;0,05;3;16;4;1;5;"1";"1";"0.333333333333333";"1.33333333333333";"0.05";"1";"Skye";20;274;0,7;167,6;0,19;20;17;2;2;1;"0";"4";"0.1";"0.1";"0.2";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";233;228,1;0,79;147,2;0,19;183;154;89;26;20;"3";"34";"0.14207650273224";"0.486338797814208";"0.145922746781116";"0.0882352941176471";"Yoru";16;149;0,81;85,8;0,21;10;10;3;1;2;"0";"1";"0.1";"0.3";"0.0625";"0"
"AsuKa";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";155;167,5;0,67;111,4;0,24;92;109;62;4;12;"1";"24";"0.0434782608695652";"0.673913043478261";"0.154838709677419";"0.0416666666666667";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";24;161;0,67;114,1;0,25;12;21;8;3;5;"0";"3";"0.25";"0.666666666666667";"0.125";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";43;189;0,58;131,7;0,26;29;32;7;5;6;"1";"4";"0.172413793103448";"0.241379310344828";"0.0930232558139535";"0.25";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"elysian";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";48;274,5;0,79;180,6;0,34;49;35;9;3;1;"0";"7";"0.0612244897959184";"0.183673469387755";"0.145833333333333";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";22;336;0,82;201,5;0,33;29;16;11;2;1;"0";"5";"0.0689655172413793";"0.379310344827586";"0.227272727272727";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";42;88,5;0,76;59;0,16;10;23;17;2;2;"0";"4";"0.2";"1.7";"0.0952380952380952";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";23;121;0,61;95,8;0,3;9;20;7;2;7;"0";"2";"0.222222222222222";"0.777777777777778";"0.0869565217391304";"0";"Sage";47;297;0,77;184,6;0,25;49;31;14;5;5;"1";"4";"0.102040816326531";"0.285714285714286";"0.0851063829787234";"0.25";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";91;151,2;0,62;105,9;0,26;53;69;17;3;12;"5";"13";"0.0566037735849057";"0.320754716981132";"0.142857142857143";"0.384615384615385";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"sissil";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";50;273,5;0,74;167,9;0,3;47;37;12;11;8;"0";"3";"0.234042553191489";"0.25531914893617";"0.06";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";83;202,5;0,7;130,3;0,33;59;67;27;14;18;"2";"4";"0.23728813559322";"0.457627118644068";"0.0481927710843374";"0.5";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Karamel";"Astra";84;120;0,74;85,9;0,18;44;56;23;3;7;"1";"4";"0.0681818181818182";"0.522727272727273";"0.0476190476190476";"0.25";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";17;167;0,71;116,4;0,28;9;13;5;3;2;"0";"0";"0.333333333333333";"0.555555555555556";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";21;137;0,62;103;0,23;9;19;7;0;2;"0";"1";"0";"0.777777777777778";"0.0476190476190476";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"proxima";"Astra";200;201;0,8;133;0,26;163;120;58;17;6;"4";"21";"0.104294478527607";"0.355828220858896";"0.105";"0.19047619047619";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";323;224,4;0,8;141,2;0,23;275;189;60;47;22;"5";"40";"0.170909090909091";"0.218181818181818";"0.123839009287926";"0.125";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";85;222,8;0,78;151,3;0,23;68;56;10;12;8;"2";"11";"0.176470588235294";"0.147058823529412";"0.129411764705882";"0.181818181818182";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";716;205,9;0,77;135,1;0,25;546;434;197;59;48;"14";"103";"0.108058608058608";"0.360805860805861";"0.143854748603352";"0.135922330097087";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";21;153;0,71;98,9;0,2;10;19;2;1;4;"0";"0";"0.1";"0.2";"0";"0";"Sage";107;198,6;0,77;140,4;0,24;79;70;43;5;8;"3";"13";"0.0632911392405063";"0.544303797468354";"0.121495327102804";"0.230769230769231";"Skye";1015;203,8;0,78;134,5;0,29;777;603;318;80;63;"15";"94";"0.102960102960103";"0.409266409266409";"0.0926108374384236";"0.159574468085106";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";1051;227,7;0,8;149,1;0,27;867;571;300;83;64;"52";"150";"0.0957324106113033";"0.346020761245675";"0.142721217887726";"0.346666666666667";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"SanjiS";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";100;182,2;0,65;125,8;0,2;64;79;33;5;6;"1";"6";"0.078125";"0.515625";"0.06";"0.166666666666667";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
