"";"Match Id";"Match day of the week";"Match day of the month";"Match month";"Match year";"Match Name";"Match Stage";"Match Type";"Match Time";"Match Score Type";"Match Note";"Team1";"Score";"Elo Number";"Team2";"Score.1";"Elo Number.1";"Betting line"
"1688";119640;"Wednesday";20;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Quarterfinals";"5:50 AM IST";"final";"Bo3";"TSM Academy";"0";1746;"Cloud9 Academy";"2";1746;NA
"1689";119641;"Thursday";21;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"DarkZero Esports";"1";1800;"Nearest Airport";"2";1800;"$100 on  Nearest Airport returned $228 at 2.28 pre-match odds "
"1690";119642;"Thursday";21;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"Cosmic Divide";"1";1707;"Cloud9 Academy";"2";1707;"$100 on  Cloud9 Academy returned $259 at 2.59 pre-match odds "
"1691";119643;"Friday";22;"7";2022;"Nerd Street Summer Championship 2022 - Open 13";"Playoffs";"Grand Final";"3:30 AM IST";"final";"Bo3";"Nearest Airport";"2";1664;"Cloud9 Academy";"0";1664;"$100 on  Nearest Airport returned $164 at 1.64 pre-match odds "
"1711";120229;"Thursday";21;"7";2022;"Skyesports Pro Invitational";"Playoffs";"Grand Final";"5:00 PM IST";"final";"Bo5";"Enigma Gaming";"3";1800;"Revenant Esports";"2";1800;"$100 on  Enigma Gaming returned $108 at 1.08 pre-match odds "
"1712";120230;"Wednesday";20;"7";2022;"Skyesports Pro Invitational";"Playoffs";"Lower Final";"6:00 PM IST";"final";"Bo3";"Full Power Gaming";"0";1686;"Revenant Esports";"2";1686;"$100 on  Revenant Esports returned $222 at 2.22 pre-match odds "
"1719";120515;"Wednesday";20;"7";2022;"Liga Gamers Club - Série A: Julho";"Group Stage";"Round 2";"4:30 AM IST";"final";"Bo3";"puGG";"1";1533;"The Union";"2";1533;NA
"1745";121455;"Thursday";28;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Opening (A)";"7:30 PM IST";"final";"Bo3";"Case Esports";"2";1768;"EXCEL";"1";1768;"$100 on  Case Esports returned $292 at 2.92 pre-match odds "
"1746";121456;"Thursday";28;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Opening (A)";"10:50 PM IST";"final";"Bo3";"Team Vitality";"0";1696;"TENSTAR";"2";1696;"$100 on  TENSTAR returned $464 at 4.64 pre-match odds "
"1747";121457;"Friday";29;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Winner's (A)";"7:30 PM IST";"final";"Bo3";"Case Esports";"2";1796;"TENSTAR";"0";1796;NA
"1748";121458;"Saturday";30;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Elimination (A)";"7:30 PM IST";"final";"Bo3";"EXCEL";"0";1831;"Team Vitality";"2";1831;"$100 on  Team Vitality returned $218 at 2.18 pre-match odds "
"1749";121459;"Sunday";31;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Decider (A)";"7:30 PM IST";"final";"Bo3";"TENSTAR";"0";1663;"Team Vitality";"2";1663;"$100 on  Team Vitality returned $149 at 1.49 pre-match odds "
"1750";121460;"Friday";29;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Group B";"10:00 PM IST";"final";"Bo3";"Team Falcons";"1";1769;"Angry Titans";"2";1769;"$100 on  Angry Titans returned $126 at 1.26 pre-match odds "
"1751";121461;"Saturday";30;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Group B";"9:45 PM IST";"final";"Bo3";"FUT Esports";"2";1743;"Team Falcons";"0";1743;"$100 on  FUT Esports returned $106 at 1.06 pre-match odds "
"1752";121462;"Sunday";31;"7";2022;"Valorant Regional Leagues 2022: Finals";"Group Stage";"Group B";"9:30 PM IST";"final";"Bo3";"FUT Esports";"2";1771;"Angry Titans";"0";1771;"$100 on  FUT Esports returned $131 at 1.31 pre-match odds "
"1755";121826;"Tuesday";2;"8";2022;"Valorant Regional Leagues 2022: Finals";"Playoffs";"Upper Semifinals";"7:30 PM IST";"final";"Bo3";"Case Esports";"2";1816;"Angry Titans";"1";1816;"$100 on  Case Esports returned $119 at 1.19 pre-match odds "
"1756";121827;"Tuesday";2;"8";2022;"Valorant Regional Leagues 2022: Finals";"Playoffs";"Upper Semifinals";"10:05 PM IST";"final";"Bo3";"FUT Esports";"0";1791;"Team Vitality";"2";1791;"$100 on  Team Vitality returned $189 at 1.89 pre-match odds "
"1757";121828;"Wednesday";3;"8";2022;"Valorant Regional Leagues 2022: Finals";"Playoffs";"Upper Final";"7:30 PM IST";"final";"Bo3";"Case Esports";"1";1828;"Team Vitality";"2";1828;"$100 on  Team Vitality returned $158 at 1.58 pre-match odds "
"1758";121829;"Friday";5;"8";2022;"Valorant Regional Leagues 2022: Finals";"Playoffs";"Grand Final";"7:30 PM IST";"final";"Bo5";"Team Vitality";"2";1790;"FUT Esports";"3";1790;"$100 on  FUT Esports returned $243 at 2.43 pre-match odds "
"1759";121830;"Wednesday";3;"8";2022;"Valorant Regional Leagues 2022: Finals";"Playoffs";"Lower Round 1";"10:15 PM IST";"final";"Bo3";"Angry Titans";"1";1641;"FUT Esports";"2";1641;"$100 on  FUT Esports returned $129 at 1.29 pre-match odds "
"1760";121832;"Thursday";4;"8";2022;"Valorant Regional Leagues 2022: Finals";"Playoffs";"Lower Final";"7:30 PM IST";"final";"Bo5";"Case Esports";"0";1802;"FUT Esports";"3";1802;"$100 on  FUT Esports returned $216 at 2.16 pre-match odds "
"1780";122092;"Wednesday";17;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: North";"Upper Final";"5:30 AM IST";"final";"Bo3";"FiRePOWER";"2";1726;"Skull Cracker Fem";"0";1726;"$100 on  FiRePOWER returned $110 at 1.10 pre-match odds "
"1781";122093;"Friday";19;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: North";"Grand Final";"3:30 AM IST";"final";"Bo5";"FiRePOWER";"3";1747;"Skull Cracker Fem";"0";1747;"$100 on  FiRePOWER returned $103 at 1.03 pre-match odds "
"1782";122098;"Wednesday";17;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: North";"Lower Round 3";"3:30 AM IST";"final";"Bo3";"Akave Girls";"0";1528;"FUSION X";"2";1528;"$100 on  FUSION X returned $243 at 2.43 pre-match odds "
"1783";122099;"Thursday";18;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: North";"Lower Final";"3:30 AM IST";"final";"Bo5";"Skull Cracker Fem";"3";1618;"FUSION X";"0";1618;"$100 on  Skull Cracker Fem returned $128 at 1.28 pre-match odds "
"1786";122109;"Saturday";20;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: South";"Upper Final";"1:30 AM IST";"final";"Bo3";"KRÜ Fem";"2";1744;"NOORG";"1";1744;"$100 on  KRÜ Fem returned $104 at 1.04 pre-match odds "
"1788";122110;"Monday";22;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: South";"Grand Final";"1:30 AM IST";"final";"Bo5";"KRÜ Fem";"3";1758;"9z Team Fem";"1";1758;NA
"1789";122115;"Saturday";20;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: South";"Lower Round 3";"4:40 AM IST";"final";"Bo3";"Cruzados Esports Female";"0";1514;"9z Team Fem";"2";1514;"$100 on  9z Team Fem returned $128 at 1.28 pre-match odds "
"1790";122116;"Sunday";21;"8";2022;"Champions Tour Game Changers LATAM: Finals";"Latin America: South";"Lower Final";"1:30 AM IST";"final";"Bo5";"NOORG";"2";1598;"9z Team Fem";"3";1598;"NOORG 7.90    vs    1.06 9z Team Fem   Ended "
"1801";122837;"Wednesday";27;"7";2022;"Nerd Street Summer Championship 2022 - Open 14";"Playoffs";"Round of 16";"3:30 AM IST";"final";"Bo3";"Built By Gamers Academy";"2";1697;"Knights Academy";"0";1697;NA
"1802";122845;"Wednesday";27;"7";2022;"Nerd Street Summer Championship 2022 - Open 14";"Playoffs";"Quarterfinals";"6:00 AM IST";"final";"Bo3";"Dark Ratio";"2";1798;"City Boys";"0";1798;NA
"1803";122848;"Thursday";28;"7";2022;"Nerd Street Summer Championship 2022 - Open 14";"Playoffs";"Semifinals";"3:30 AM IST";"final";"Bo3";"Nearest Airport";"0";1708;"Dark Ratio";"2";1708;NA
"1804";122850;"Thursday";28;"7";2022;"Nerd Street Summer Championship 2022 - Open 14";"Playoffs";"Grand Final";"5:25 AM IST";"final";"Bo3";"Dark Ratio";"2";1823;"The Ganaccis";"0";1823;NA
"1813";122949;"Sunday";31;"7";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Round of 16";"4:30 AM IST";"final";"Bo3";"Oxygen Academy";"2";1801;"Flex Gaming";"1";1801;NA
"1815";122955;"Sunday";31;"7";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Quarterfinals";"6:30 AM IST";"final";"Bo3";"Lenny Time";"1";1716;"Dark Ratio";"2";1716;NA
"1816";122956;"Sunday";31;"7";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Quarterfinals";"7:30 AM IST";"final";"Bo3";"Oxygen Academy";"0";1804;"The Ganaccis";"2";1804;NA
"1817";122957;"Sunday";31;"7";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Quarterfinals";"6:45 AM IST";"final";"Bo3";"DNADIFF";"1";1701;"Knights Academy";"2";1701;NA
"1818";122958;"Sunday";31;"7";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Quarterfinals";"7:30 AM IST";"final";"Bo3";"Cosmic Divide";"2";1701;"Native Gaming Black";"1";1701;NA
"1819";122959;"Monday";1;"8";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Semifinals";"2:30 AM IST";"final";"Bo3";"Dark Ratio";"2";1847;"The Ganaccis";"1";1847;"$100 on  Dark Ratio returned $120 at 1.20 pre-match odds "
"1820";122960;"Monday";1;"8";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Semifinals";"2:30 AM IST";"final";"Bo3";"Knights Academy";"2";1698;"Cosmic Divide";"1";1698;"$100 on  Knights Academy returned $189 at 1.89 pre-match odds "
"1821";122961;"Monday";1;"8";2022;"Knights Monthly Gauntlet 2022: July";"Playoffs";"Grand Final";"5:40 AM IST";"final";"Bo3";"Dark Ratio";"2";1853;"Knights Academy";"0";1853;NA
"1824";123033;"Monday";1;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Round 1";"10:30 AM IST";"final";"Bo3";"ORDER";"2";1890;"Fancy United Esports";"0";1890;"$100 on  ORDER returned $483 at 4.83 pre-match odds "
"1825";123034;"Monday";1;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Round 1";"12:25 PM IST";"final";"Bo3";"CERBERUS Esports";"0";1675;"Alter Ego";"2";1675;"$100 on  Alter Ego returned $113 at 1.13 pre-match odds "
"1826";123035;"Monday";1;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Quarterfinals";"2:20 PM IST";"final";"Bo3";"Griffin E-Sports";"1";1633;"BOOM Esports";"2";1633;"$100 on  BOOM Esports returned $116 at 1.16 pre-match odds "
"1827";123036;"Tuesday";2;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Quarterfinals";"10:30 AM IST";"final";"Bo3";"Made in Thailand";"1";1656;"Team Secret";"2";1656;"$100 on  Team Secret returned $128 at 1.28 pre-match odds "
"1828";123037;"Tuesday";2;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Quarterfinals";"1:15 PM IST";"final";"Bo3";"ONIC G";"2";1911;"ORDER";"0";1911;"$100 on  ONIC G returned $148 at 1.48 pre-match odds "
"1829";123038;"Tuesday";2;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Quarterfinals";"3:00 PM IST";"final";"Bo3";"BLEED";"2";1783;"Alter Ego";"0";1783;"$100 on  BLEED returned $145 at 1.45 pre-match odds "
"1830";123039;"Wednesday";3;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 1";"10:30 AM IST";"final";"Bo3";"Griffin E-Sports";"1";1624;"CERBERUS Esports";"2";1624;"$100 on  CERBERUS Esports returned $240 at 2.40 pre-match odds "
"1831";123040;"Wednesday";3;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 1";"1:15 PM IST";"final";"Bo3";"Made in Thailand";"2";1644;"Fancy United Esports";"1";1644;"$100 on  Made in Thailand returned $139 at 1.39 pre-match odds "
"1832";123041;"Wednesday";3;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Semifinals";"4:45 PM IST";"final";"Bo3";"ONIC G";"0";1941;"BOOM Esports";"2";1941;"$100 on  BOOM Esports returned $277 at 2.77 pre-match odds "
"1833";123042;"Thursday";4;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Semifinals";"10:30 AM IST";"final";"Bo3";"BLEED";"2";1819;"Team Secret";"0";1819;"$100 on  BLEED returned $152 at 1.52 pre-match odds "
"1834";123043;"Thursday";4;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 2";"12:15 PM IST";"final";"Bo3";"ORDER";"2";1872;"CERBERUS Esports";"0";1872;"$100 on  ORDER returned $130 at 1.30 pre-match odds "
"1835";123044;"Thursday";4;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 2";"2:00 PM IST";"final";"Bo3";"Alter Ego";"1";1818;"Made in Thailand";"2";1818;"$100 on  Made in Thailand returned $227 at 2.27 pre-match odds "
"1836";123045;"Friday";5;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 3";"10:30 AM IST";"final";"Bo3";"Team Secret";"2";1828;"ORDER";"1";1828;"$100 on  Team Secret returned $156 at 1.56 pre-match odds "
"1837";123046;"Friday";5;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 3";"1:20 PM IST";"final";"Bo3";"ONIC G";"2";1904;"Made in Thailand";"0";1904;"$100 on  ONIC G returned $137 at 1.37 pre-match odds "
"1838";123047;"Friday";5;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Upper Final";"3:35 PM IST";"final";"Bo3";"BOOM Esports";"2";1895;"BLEED";"1";1895;"$100 on  BOOM Esports returned $287 at 2.87 pre-match odds "
"1839";123048;"Saturday";6;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Round 4";"10:30 AM IST";"final";"Bo3";"Team Secret";"1";1856;"ONIC G";"2";1856;"$100 on  ONIC G returned $190 at 1.90 pre-match odds "
"1840";123049;"Saturday";6;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Lower Final";"2:15 PM IST";"final";"Bo3";"BLEED";"1";1832;"ONIC G";"2";1832;"BLEED 1.84    vs    1.90 ONIC G   Ended "
"1841";123050;"Sunday";7;"8";2022;"Champions Tour Asia-Pacific: Last Chance Qualifier";"Main Event";"Grand Final";"12:30 PM IST";"final";"Bo5";"BOOM Esports";"3";1916;"ONIC G";"1";1916;"$100 on  BOOM Esports returned $182 at 1.82 pre-match odds "
"1843";123083;"Tuesday";26;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group A";"8:00 PM IST";"final";"Bo3";"Anaadi Army";"0";1523;"Orangutan";"2";1523;NA
"1844";123084;"Wednesday";27;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group A";"8:00 PM IST";"final";"Bo3";"Medal Esports";"1";1522;"Orangutan";"2";1522;"$100 on  Orangutan returned $143 at 1.43 pre-match odds "
"1845";123085;"Thursday";28;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group A";"9:00 PM IST";"final";"Bo3";"Anaadi Army";"0";1510;"Revenant Esports";"2";1510;NA
"1846";123086;"Friday";29;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group A";"8:00 PM IST";"final";"Bo3";"Orangutan";"2";1608;"Revenant Esports";"1";1608;"$100 on  Orangutan returned $216 at 2.16 pre-match odds "
"1847";123088;"Saturday";30;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group A";"8:00 PM IST";"final";"Bo3";"Revenant Esports";"2";1659;"Medal Esports";"0";1659;"$100 on  Revenant Esports returned $120 at 1.20 pre-match odds "
"1848";123089;"Sunday";31;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group A";"8:00 PM IST";"forfeited by Anaadi Army";"Bo3";"Medal Esports";"0";NA;"Anaadi Army";"0";NA;"$100 on  Medal Esports returned $113 at 1.13 pre-match odds "
"1850";123090;"Tuesday";26;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group B";"4:00 PM IST";"final";"Bo3";"Velocity Gaming";"2";1780;"Enigma Gaming";"0";1780;"$100 on  Velocity Gaming returned $253 at 2.53 pre-match odds "
"1851";123091;"Wednesday";27;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group B";"4:00 PM IST";"final";"Bo3";"Reckoning Esports";"2";1559;"Lethal Esports";"1";1559;"$100 on  Reckoning Esports returned $195 at 1.95 pre-match odds "
"1852";123092;"Thursday";28;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group B";"4:00 PM IST";"final";"Bo3";"Reckoning Esports";"1";1572;"Velocity Gaming";"2";1572;"$100 on  Velocity Gaming returned $122 at 1.22 pre-match odds "
"1853";123093;"Friday";29;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group B";"4:00 PM IST";"final";"Bo3";"Lethal Esports";"0";1538;"Enigma Gaming";"2";1538;"$100 on  Enigma Gaming returned $118 at 1.18 pre-match odds "
"1854";123094;"Saturday";30;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group B";"4:00 PM IST";"final";"Bo3";"Lethal Esports";"0";1533;"Velocity Gaming";"2";1533;"$100 on  Velocity Gaming returned $105 at 1.05 pre-match odds "
"1855";123095;"Sunday";31;"7";2022;"The Esports Club Challenger Series 8";"Group Stage";"Group B";"4:00 PM IST";"final";"Bo3";"Enigma Gaming";"2";1794;"Reckoning Esports";"1";1794;"$100 on  Enigma Gaming returned $116 at 1.16 pre-match odds "
"1865";123171;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"3:30 AM IST";"final";"Bo1";"Stars Horizon Venus";"0";1455;"Rise Gaming";"1";1455;NA
"1866";123172;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"3:30 AM IST";"final";"Bo1";"Team Liquid Brazil";"0";1496;"puGG";"1";1496;NA
"1867";123173;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"4:30 AM IST";"final";"Bo1";"REiGN";"1";1568;"TBK Esports Female";"0";1568;NA
"1868";123174;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"4:30 AM IST";"final";"Bo1";"Unemployed";"1";1635;"TropiCaos";"0";1635;NA
"1869";123175;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"5:30 AM IST";"final";"Bo1";"Gamelanders Purple";"0";1481;"Laboratorio do Leozin";"1";1481;NA
"1870";123176;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"5:30 AM IST";"final";"Bo1";"B4 Angels";"1";1544;"ODDIK Bright";"0";1544;NA
"1871";123177;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"6:55 AM IST";"final";"Bo1";"The Union";"1";1591;"Team Brave Soldiers";"0";1591;NA
"1872";123178;"Tuesday";26;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 1";"6:55 AM IST";"final";"Bo1";"DELIRA";"1";1645;"Cleiteam";"0";1645;NA
"1873";123179;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"3:30 AM IST";"final";"Bo1";"The Union";"1";1603;"Rise Gaming";"0";1603;NA
"1875";123180;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"3:30 AM IST";"final";"Bo1";"puGG";"0";1552;"Unemployed";"1";1552;"$100 on  Unemployed returned $136 at 1.36 pre-match odds "
"1876";123181;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"4:30 AM IST";"final";"Bo1";"DELIRA";"0";1646;"Laboratorio do Leozin";"1";1646;NA
"1877";123182;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"5:30 AM IST";"forfeited by B4 Angels";"Bo1";"B4 Angels";"0";NA;"REiGN";"1";NA;NA
"1878";123183;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"6:30 AM IST";"final";"Bo1";"ODDIK Bright";"1";1496;"TBK Esports Female";"0";1496;"$100 on  ODDIK Bright returned $211 at 2.11 pre-match odds "
"1879";123184;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"5:30 AM IST";"final";"Bo1";"Gamelanders Purple";"1";1469;"Cleiteam";"0";1469;NA
"1880";123185;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"7:30 AM IST";"final";"Bo1";"Stars Horizon Venus";"0";1447;"Team Brave Soldiers";"1";1447;NA
"1881";123186;"Wednesday";27;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 2";"7:30 AM IST";"final";"Bo1";"Team Liquid Brazil";"1";1483;"TropiCaos";"0";1483;NA
"1882";123187;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"2:30 AM IST";"final";"Bo3";"The Union";"1";1619;"REiGN";"0";1619;NA
"1883";123188;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"2:30 AM IST";"final";"Bo3";"Laboratorio do Leozin";"0";1572;"Unemployed";"1";1572;NA
"1884";123189;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"3:30 AM IST";"final";"Bo3";"B4 Angels";"0";1556;"Team Liquid Brazil";"1";1556;"$100 on  Team Liquid Brazil returned $149 at 1.49 pre-match odds "
"1886";123190;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"3:30 AM IST";"final";"Bo3";"puGG";"1";1541;"ODDIK Bright";"0";1541;NA
"1887";123191;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"4:30 AM IST";"final";"Bo3";"DELIRA";"1";1628;"Rise Gaming";"0";1628;NA
"1888";123192;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"4:30 AM IST";"final";"Bo3";"Gamelanders Purple";"0";1472;"Team Brave Soldiers";"1";1472;NA
"1889";123193;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"6:00 AM IST";"final";"Bo3";"TropiCaos";"0";NA;"Stars Horizon Venus";"2";NA;NA
"1890";123194;"Thursday";28;"7";2022;"Gamers Club - Elite Cup";"Diamond Stage";"Round 3";"6:00 AM IST";"final";"Bo3";"TBK Esports Female";"2";NA;"Cleiteam";"1";NA;NA
